 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_C8	rel_flux_C9	rel_flux_C10	rel_flux_C11	rel_flux_C12	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_err_C9	rel_flux_err_C10	rel_flux_err_C11	rel_flux_err_C12	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_C8	rel_flux_SNR_C9	rel_flux_SNR_C10	rel_flux_SNR_C11	rel_flux_SNR_C12	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_C9	Y(IJ)_C9	X(FITS)_C9	Y(FITS)_C9	RA_C9	DEC_C9	Source-Sky_C9	Source_Error_C9	Source_SNR_C9	Peak_C9	Mean_C9	Sky/Pixel_C9	FWHM_C9	Width_C9	X-Width_C9	Y-Width_C9	Angle_C9	Roundness_C9	X(IJ)_C10	Y(IJ)_C10	X(FITS)_C10	Y(FITS)_C10	RA_C10	DEC_C10	Source-Sky_C10	Source_Error_C10	Source_SNR_C10	Peak_C10	Mean_C10	Sky/Pixel_C10	FWHM_C10	Width_C10	X-Width_C10	Y-Width_C10	Angle_C10	Roundness_C10	X(IJ)_C11	Y(IJ)_C11	X(FITS)_C11	Y(FITS)_C11	RA_C11	DEC_C11	Source-Sky_C11	Source_Error_C11	Source_SNR_C11	Peak_C11	Mean_C11	Sky/Pixel_C11	FWHM_C11	Width_C11	X-Width_C11	Y-Width_C11	Angle_C11	Roundness_C11	X(IJ)_C12	Y(IJ)_C12	X(FITS)_C12	Y(FITS)_C12	RA_C12	DEC_C12	Source-Sky_C12	Source_Error_C12	Source_SNR_C12	Peak_C12	Mean_C12	Sky/Pixel_C12	FWHM_C12	Width_C12	X-Width_C12	Y-Width_C12	Angle_C12	Roundness_C12
1	lsc1m005-fa15-20190416-0073-e91.fits	1.000000	0.000000	58590.483416	2458590.483416	NaN	NaN	2458590.485531	1.017965	NaN	NaN	149.975000	NaN	NaN	5.760271	10.000000	20.000000	30.000000	0.090205	0.109949	0.096388	0.109471	0.075703	0.099676	0.094146	0.130727	0.108058	0.081307	0.109515	0.087270	0.000313	0.000360	0.000343	0.000360	0.000317	0.000349	0.000341	0.000388	0.000362	0.000329	0.000362	0.000331	288.380143	305.769341	280.648055	304.235025	238.457907	285.264818	276.240641	336.565685	298.376733	246.807288	302.548117	264.014888	2231121.012360	2238.609574	1690.694455	2414.063231	1691.194455	1682.436769	8.307113	-19.662829	201258.530984	314.159265	668.040056	301.267161	3500.774902	640.625801	627.286512	1267.000000	5.997531	11.207907	10.770339	11.645476	86.917680	0.993851	2017.731591	2282.810932	2018.231591	1813.689068	8.309625	-19.676775	221010.530139	683.748329	323.233741	3884.055420	703.498367	628.950491	5.625475	11.148365	10.723554	11.573177	82.302778	0.993770	1217.867265	2343.474132	1218.367265	1753.025868	8.303495	-19.670821	196147.891373	667.877901	293.688249	3302.524414	624.358130	642.296239	5.688006	11.219597	10.954699	11.484495	274.880461	0.997707	1035.392569	2468.698759	1035.892569	1627.801241	8.302090	-19.657405	220143.385204	684.951501	321.399960	3859.570557	700.738159	640.732617	5.671210	11.218541	10.816533	11.620550	270.535774	0.994875	969.698712	2512.754738	970.198712	1583.745262	8.301585	-19.652685	157016.698966	638.116312	246.062820	2882.729492	499.799676	646.099407	5.818072	11.258377	10.899952	11.616801	272.762202	0.995916	1968.238915	2682.098197	1968.738915	1414.401803	8.309223	-19.633614	202230.678630	676.258726	299.043356	3479.006836	643.720243	651.488519	5.780499	11.145212	10.666612	11.623813	83.065409	0.992203	2053.920391	1644.757638	2054.420391	2451.742362	8.309938	-19.745780	191976.339011	665.187372	288.604906	3419.287842	611.079666	646.931550	5.176214	11.044450	10.761995	11.326905	72.516515	0.996109	902.156098	2758.070991	902.656098	1338.429009	8.301055	-19.626191	257947.250750	714.468656	361.033684	4155.504883	821.071600	654.213477	6.019142	11.303528	10.933345	11.673711	277.907396	0.995376	1264.065263	2928.896843	1264.565263	1167.603157	8.303818	-19.607448	217579.094715	691.969555	314.434491	3533.712158	692.575769	641.089962	5.809363	11.334312	10.883795	11.784830	270.992877	0.993693	2317.004323	2710.826924	2317.504323	1385.673076	8.311893	-19.630227	167764.324299	657.091562	255.313466	2884.582275	534.010430	644.879011	5.773749	11.184989	10.603437	11.766542	86.058701	0.989039	1361.829607	3402.981328	1362.329607	693.518672	8.304542	-19.556082	220223.700444	689.515138	319.389218	3502.813965	700.993810	637.006289	6.057778	11.317028	10.814569	11.819487	274.765006	0.991925	1991.344826	3374.941161	1991.844826	721.558839	8.309362	-19.558635	179081.118829	652.043937	274.645785	3075.821777	570.032906	627.581251	5.706220	11.273830	10.664911	11.882750	89.461732	0.988395
2	lsc1m005-fa15-20190416-0074-e91.fits	2.000000	0.000000	58590.485458	2458590.485458	NaN	NaN	2458590.487573	1.018630	NaN	NaN	149.979000	NaN	NaN	5.399683	10.000000	20.000000	30.000000	0.089835	0.109869	0.096493	0.109441	0.075580	0.099824	0.094138	0.130651	0.107463	0.081249	0.109395	0.088078	0.000316	0.000361	0.000346	0.000363	0.000321	0.000353	0.000344	0.000392	0.000365	0.000333	0.000364	0.000334	284.611846	303.956777	279.182795	301.623975	235.752416	282.803501	273.604424	333.059213	294.554858	243.767842	300.403178	263.828730	2201100.793719	2227.417019	1690.648005	2413.845235	1691.148005	1682.654765	8.307112	-19.662841	197735.398418	314.159265	665.315103	297.205636	4020.389648	629.411322	624.299005	1297.000000	4.892290	11.058066	10.631604	11.484528	83.921599	0.993793	2017.672556	2282.543665	2018.172556	1813.956335	8.309625	-19.676792	217892.538781	677.891428	321.426898	4243.748535	693.573492	622.834356	4.816097	11.012530	10.607484	11.417575	81.383955	0.994084	1217.860414	2343.223111	1218.360414	1753.276889	8.303495	-19.670836	193699.587813	662.771782	292.256842	3880.626953	616.564938	636.972365	5.120776	11.167791	10.825402	11.510179	270.239749	0.996247	1035.372013	2468.501805	1035.872013	1627.998195	8.302090	-19.657413	217128.263999	681.426093	318.638024	4151.826172	691.140730	636.553649	5.187188	11.063967	10.714710	11.413224	88.348498	0.996009	969.468706	2512.540208	969.968706	1583.959792	8.301583	-19.652696	154669.566703	635.919625	243.221880	3199.464111	492.328522	643.571563	4.780691	11.072261	10.739828	11.404695	273.461723	0.996348	1968.250060	2681.902555	1968.750060	1414.597445	8.309224	-19.633623	199779.924456	673.887565	296.458838	3989.231934	635.919250	648.762397	4.977996	11.104632	10.596234	11.613030	82.943916	0.991123	2053.923370	1644.596596	2054.423370	2451.903404	8.309938	-19.745785	189380.130674	662.584840	285.820199	3801.009766	602.815678	643.350769	4.685542	10.903863	10.618677	11.189050	70.796151	0.995550	902.102786	2757.910105	902.602786	1338.589895	8.301055	-19.626196	254345.626501	712.145778	357.153878	4645.855957	809.607274	651.236050	4.982520	11.234639	10.847517	11.621761	273.082325	0.995207	1263.980279	2928.684543	1264.480279	1167.815457	8.303818	-19.607458	213584.954280	688.450102	310.240283	3929.323730	679.862025	639.795122	4.860632	11.219797	10.812408	11.627187	271.337952	0.994729	2316.921344	2710.641034	2317.421344	1385.858966	8.311892	-19.630235	165399.178292	656.099602	252.094618	3223.867676	526.481936	643.776490	4.810448	11.134087	10.597900	11.670273	79.998094	0.989543	1361.709142	3402.821794	1362.209142	693.678206	8.304541	-19.556088	217045.872672	684.293580	317.182389	4054.540527	690.878470	635.696169	5.001151	11.228832	10.707518	11.750146	270.906263	0.991407	1991.267694	3374.753180	1991.767694	721.746820	8.309361	-19.558643	178175.149548	648.741396	274.647418	3443.421143	567.149116	621.792711	4.920590	11.217327	10.625519	11.809135	85.876364	0.988695
3	lsc1m005-fa15-20190416-0075-e91.fits	3.000000	0.000000	58590.487499	2458590.487499	NaN	NaN	2458590.489615	1.019439	NaN	NaN	149.978000	NaN	NaN	5.670244	10.000000	20.000000	30.000000	0.089792	0.109993	0.096584	0.109019	0.076002	0.099364	0.094862	0.130700	0.107844	0.080954	0.108902	0.087938	0.000313	0.000360	0.000343	0.000359	0.000318	0.000349	0.000342	0.000390	0.000363	0.000329	0.000360	0.000332	286.722229	305.854705	281.796618	303.324159	238.938508	284.305105	277.401217	335.226874	297.231377	246.202334	302.113247	265.065525	2211604.493639	2220.282620	1690.556178	2413.930581	1691.056178	1682.569419	8.307112	-19.662834	198585.364881	314.159265	663.291792	299.393672	3889.793213	632.116849	616.623521	1216.000000	4.876829	11.014210	10.544657	11.483762	88.919116	0.992746	2017.648166	2282.624549	2018.148166	1813.875451	8.309625	-19.676786	219155.764918	677.745574	323.359935	4505.080566	697.594466	613.305067	4.844687	10.976213	10.491281	11.461146	88.583957	0.992204	1217.854757	2343.265516	1218.354757	1753.234484	8.303495	-19.670833	194792.668146	660.234897	295.035402	3692.373291	620.044320	627.489615	5.344940	11.139103	10.727876	11.550330	272.965879	0.994505	1035.335142	2468.583092	1035.835142	1627.916908	8.302091	-19.657407	217405.813330	678.680159	320.336186	4317.817383	692.024197	626.668843	4.933156	11.027090	10.594559	11.459621	275.749442	0.993611	969.440109	2512.695572	969.940109	1583.804428	8.301584	-19.652681	156214.649920	633.465501	246.603248	3325.658203	497.246674	632.453248	5.200278	11.103644	10.716934	11.490355	274.374729	0.995045	1968.238202	2681.915973	1968.738202	1414.584027	8.309224	-19.633624	199891.976998	670.900507	297.945783	3910.092285	636.275924	638.129055	5.486703	11.067136	10.512062	11.622210	87.189188	0.989891	2053.859081	1644.603455	2054.359081	2451.896545	8.309938	-19.745788	191620.289274	660.856491	289.957490	3856.985840	609.946325	632.752311	5.104060	10.894184	10.490962	11.297406	83.705370	0.994263	902.080245	2757.957372	902.580245	1338.542628	8.301055	-19.626193	255643.663086	711.329882	359.388337	4795.609863	813.739053	640.830583	5.317801	11.172366	10.724570	11.620161	278.074865	0.993058	1263.965983	2928.735572	1264.465983	1167.764428	8.303818	-19.607455	215289.825091	687.605422	313.100825	3967.989746	685.288797	629.015174	5.089105	11.187254	10.704946	11.669562	276.776295	0.992163	2316.922064	2710.707907	2317.422064	1385.792093	8.311893	-19.630231	165629.072872	650.414589	254.651534	3236.525635	527.213713	633.845504	5.159023	11.082645	10.514279	11.651010	84.117870	0.989081	1361.689523	3402.896236	1362.189523	693.603764	8.304541	-19.556082	217196.005216	681.092247	318.893668	3732.554932	691.356357	624.043547	5.656272	11.154166	10.542910	11.765423	273.984559	0.987825	1991.326317	3374.810281	1991.826317	721.689719	8.309362	-19.558639	178764.764787	648.046630	275.851700	3408.705811	569.025919	610.048439	5.630388	11.145054	10.533276	11.756832	89.491917	0.988016
4	lsc1m005-fa15-20190416-0076-e91.fits	4.000000	0.000000	58590.489543	2458590.489543	NaN	NaN	2458590.491659	1.020386	NaN	NaN	149.978000	NaN	NaN	5.821455	10.000000	20.000000	30.000000	0.089894	0.110224	0.096636	0.109943	0.075094	0.099417	0.094539	0.130232	0.108272	0.081217	0.109384	0.087264	0.000312	0.000358	0.000341	0.000359	0.000315	0.000347	0.000340	0.000387	0.000360	0.000327	0.000360	0.000328	288.200006	307.950627	283.469028	306.612605	238.117200	286.205589	278.206074	336.259747	300.444006	248.303780	304.263081	266.062712	2210384.460138	2205.809446	1690.298048	2413.797926	1690.798048	1682.702074	8.307110	-19.662845	198700.955300	314.159265	660.325294	300.913742	3899.455566	632.484785	602.454499	1291.000000	5.479005	10.892743	10.383235	11.402251	271.313123	0.991268	2017.408316	2282.561620	2017.908316	1813.938380	8.309623	-19.676790	219449.271086	673.958610	325.612386	4248.781738	698.528725	602.040681	5.197729	10.784650	10.334358	11.234942	270.793018	0.993046	1217.562399	2343.158913	1218.062399	1753.341087	8.303493	-19.670842	194780.513536	656.303659	296.784135	3894.118896	620.005631	612.766929	5.187321	10.938703	10.471241	11.406164	277.608588	0.992183	1035.132258	2468.437975	1035.632258	1628.062025	8.302089	-19.657420	218944.960195	675.730903	324.012058	4013.127686	696.923454	612.320753	5.589809	10.868752	10.546704	11.190800	284.376252	0.995439	969.270254	2512.518744	969.770254	1583.981256	8.301582	-19.652698	154392.738939	628.649443	245.594330	3131.608887	491.447352	619.610673	5.372678	10.825401	10.442598	11.208204	285.991538	0.993065	1968.017491	2681.803002	1968.517491	1414.696998	8.309222	-19.633633	199879.173551	666.353780	299.959540	3853.116455	636.235170	622.751014	5.065748	10.868660	10.370776	11.366544	273.061477	0.991545	2053.606914	1644.505614	2054.106914	2451.994386	8.309936	-19.745795	190918.306776	656.737409	290.707220	3707.823730	607.711845	619.765992	5.259069	10.716895	10.407494	11.026297	79.855428	0.996217	901.875044	2757.774640	902.375044	1338.725360	8.301054	-19.626211	254694.071225	706.863299	360.315879	4389.468262	810.716408	627.895592	5.266420	10.982489	10.566346	11.398632	282.700764	0.992982	1263.780338	2928.558250	1264.280338	1167.941750	8.303816	-19.607472	215942.604435	681.914030	316.671303	3823.470947	687.366658	611.989940	5.313896	11.008983	10.599619	11.418347	280.452902	0.993680	2316.680521	2710.525578	2317.180521	1385.974422	8.311891	-19.630247	166035.116352	646.367608	256.874129	3172.859619	528.506190	620.181964	5.380930	10.830148	10.350216	11.310080	88.377199	0.992151	1361.449178	3402.658568	1361.949178	693.841432	8.304539	-19.556105	217941.609636	678.504286	321.208892	3930.674072	693.729690	608.680287	5.797815	10.995070	10.454326	11.535813	276.329050	0.989886	1991.116282	3374.636433	1991.616282	721.863567	8.309361	-19.558655	177406.094407	640.839474	276.833906	3278.872559	564.701137	597.110597	5.276794	10.942107	10.337275	11.546939	276.434912	0.987219
5	lsc1m005-fa15-20190416-0077-e91.fits	5.000000	0.000000	58590.491584	2458590.491584	NaN	NaN	2458590.493699	1.021473	NaN	NaN	149.979000	NaN	NaN	5.821556	10.000000	20.000000	30.000000	0.089832	0.110021	0.096113	0.109944	0.075799	0.100119	0.094061	0.131008	0.107667	0.080555	0.109300	0.087654	0.000311	0.000356	0.000339	0.000357	0.000315	0.000347	0.000337	0.000385	0.000359	0.000326	0.000357	0.000328	288.833970	309.071852	283.324925	308.012761	240.905810	288.677686	278.707701	340.206634	300.187100	247.379288	305.938446	267.000137	2226865.772804	2212.751897	1690.601427	2413.875701	1691.101427	1682.624299	8.307111	-19.662843	200044.027593	314.159265	663.454135	301.519000	3956.880127	636.759917	606.718190	1210.000000	5.051371	10.795623	10.302716	11.288531	87.498101	0.991632	2017.698805	2282.551744	2018.198805	1813.948256	8.309624	-19.676797	220719.051429	675.458130	326.769405	4432.103516	702.570561	603.703027	4.724898	10.745211	10.289708	11.200714	84.988820	0.992614	1217.894411	2343.182940	1218.394411	1753.317060	8.303494	-19.670846	195263.783860	658.600615	296.482845	3708.840820	621.543928	617.867700	5.390648	10.933063	10.503984	11.362143	274.540180	0.993701	1035.408926	2468.481667	1035.908926	1628.018333	8.302090	-19.657421	220578.395631	677.653690	325.503128	4327.646973	702.122840	615.948912	6.026789	10.797126	10.444541	11.149711	275.864814	0.995560	969.567730	2512.534726	970.067730	1583.965274	8.301583	-19.652702	156901.150930	631.145462	248.597448	3186.748535	499.431875	622.757641	5.029188	10.880137	10.515632	11.244643	275.763512	0.995334	1968.288540	2681.838329	1968.788540	1414.661671	8.309223	-19.633636	202660.458365	669.522829	302.693873	4208.949219	645.088274	627.042039	5.218101	10.824570	10.296691	11.352448	85.650830	0.990311	2053.956891	1644.552657	2054.456891	2451.947343	8.309937	-19.745796	191453.496418	657.557965	291.158357	3817.438965	609.415407	622.389198	5.573952	10.639739	10.317476	10.962003	79.660809	0.995815	902.113300	2757.893639	902.613300	1338.606361	8.301054	-19.626204	257944.721695	706.684815	365.006742	4929.248535	821.063550	630.144288	5.443060	10.972255	10.504925	11.439585	277.361511	0.992271	1264.039305	2928.611441	1264.539305	1167.888559	8.303817	-19.607472	216454.698975	684.550926	316.199556	4151.566406	688.996706	617.844050	5.359728	10.983438	10.566289	11.400587	274.244289	0.994119	2316.985063	2710.489637	2317.485063	1386.010363	8.311892	-19.630258	166012.464913	649.088679	255.762379	3392.927734	528.434088	622.919858	5.747822	10.734524	10.324240	11.144809	84.881808	0.993984	1361.811902	3402.779236	1362.311902	693.720764	8.304541	-19.556098	219414.757877	679.245223	323.027311	3860.137939	698.418866	612.894639	5.296948	10.959148	10.372364	11.545933	276.444548	0.988001	1991.318949	3374.651533	1991.818949	721.848467	8.309361	-19.558660	179462.792711	646.039091	277.789371	3655.892334	571.247811	601.099032	5.174714	10.901174	10.330394	11.471954	87.627237	0.989019
6	lsc1m005-fa15-20190416-0078-e91.fits	6.000000	0.000000	58590.493617	2458590.493617	NaN	NaN	2458590.495732	1.022698	NaN	NaN	149.979000	NaN	NaN	5.596096	10.000000	20.000000	30.000000	0.090347	0.109829	0.096583	0.108770	0.076133	0.100289	0.094459	0.130952	0.107377	0.081344	0.109655	0.086797	0.000306	0.000350	0.000334	0.000349	0.000310	0.000342	0.000332	0.000380	0.000353	0.000320	0.000352	0.000322	294.876172	313.938273	289.407290	311.234529	245.907967	293.137670	284.484527	344.930227	304.585640	253.894570	311.828867	269.816240	2260708.426168	2209.131840	1690.458773	2413.900876	1690.958773	1682.599124	8.307110	-19.662839	204249.270194	314.159265	663.282388	307.937123	4243.978516	650.145619	593.459585	1235.000000	4.745767	10.634390	10.124147	11.144633	85.251458	0.990577	2017.499696	2282.577769	2017.999696	1813.922231	8.309623	-19.676793	223721.267560	674.130946	331.866188	4521.181152	712.126912	593.509024	4.622556	10.581945	10.042433	11.121457	84.325810	0.989240	1217.649349	2343.215999	1218.149349	1753.284001	8.303493	-19.670841	199114.021577	657.158292	302.992482	3877.923828	633.799615	604.983689	5.251225	10.712875	10.299981	11.125769	272.081572	0.994044	1035.181968	2468.492290	1035.681968	1628.007710	8.302088	-19.657419	221774.359534	674.830896	328.636938	4522.383789	705.929711	605.497910	5.658563	10.640228	10.259932	11.020524	276.131381	0.994662	969.285723	2512.611641	969.785723	1583.888359	8.301582	-19.652693	159938.284746	630.105415	253.827821	3442.185791	509.099372	610.232116	5.306467	10.671797	10.266543	11.077051	277.894287	0.993789	1968.134852	2681.911701	1968.634852	1414.588299	8.309222	-19.633626	206059.193289	670.496673	307.323215	4348.617188	655.906784	614.520377	5.186768	10.712845	10.143075	11.282615	89.392949	0.988744	2053.703785	1644.522927	2054.203785	2451.977073	8.309936	-19.745797	195113.071367	656.266845	297.307525	3941.510498	621.064195	612.180638	5.168086	10.492251	10.129481	10.855020	76.975907	0.994090	901.926666	2757.903402	902.426666	1338.596598	8.301053	-19.626202	261765.488156	707.686104	369.889258	4899.804688	833.225427	618.737944	5.228351	10.779326	10.339560	11.219092	281.722964	0.992116	1263.869047	2928.690156	1264.369047	1167.809844	8.303816	-19.607462	219209.341356	683.433065	320.747345	3984.116699	697.765005	607.479003	5.043771	10.827359	10.343026	11.311692	272.954242	0.991943	2316.807579	2710.576939	2317.307579	1385.923061	8.311891	-19.630246	170061.338930	647.400975	262.683168	3327.270264	541.322054	610.675261	4.967652	10.669070	10.161585	11.176556	84.165736	0.990606	1361.534517	3402.755096	1362.034517	693.744904	8.304539	-19.556099	223401.113692	678.315390	329.346963	4163.575684	711.107831	600.689033	5.150278	10.816374	10.200647	11.432101	275.358271	0.986660	1991.170719	3374.752274	1991.670719	721.747726	8.309360	-19.558647	180550.945961	643.531065	280.562907	3713.112061	574.711511	592.649414	5.002115	10.713226	10.062958	11.363494	273.366968	0.985167
7	lsc1m005-fa15-20190416-0079-e91.fits	7.000000	0.000000	58590.495661	2458590.495661	NaN	NaN	2458590.497776	1.024078	NaN	NaN	149.974000	NaN	NaN	6.269411	10.000000	20.000000	30.000000	0.089963	0.109926	0.096300	0.109591	0.075621	0.100460	0.094805	0.130976	0.106942	0.081143	0.108509	0.087909	0.000310	0.000355	0.000339	0.000356	0.000313	0.000346	0.000338	0.000385	0.000357	0.000324	0.000356	0.000328	290.649832	309.750099	283.763233	308.222314	241.437431	290.137446	280.341584	340.448258	299.148065	250.376865	305.087916	268.240291	2229634.447937	2210.437969	1690.385504	2413.871892	1690.885504	1682.628108	8.307109	-19.662834	200584.983043	314.159265	660.854962	303.523458	3794.316895	638.481831	602.709076	1229.000000	5.878160	10.799798	10.493453	11.106142	83.974747	0.996640	2017.437399	2282.630876	2017.937399	1813.869124	8.309622	-19.676779	220820.510807	674.297955	327.482101	4030.968018	702.893517	601.811991	5.958645	10.756358	10.456668	11.056049	75.894553	0.996008	1217.585194	2343.254395	1218.085194	1753.245605	8.303491	-19.670828	195853.718848	659.621718	296.918239	3559.562012	623.421750	614.610522	5.681503	10.862874	10.665858	11.059889	283.470518	0.998345	1035.148532	2468.468189	1035.648532	1628.031811	8.302088	-19.657413	220214.431816	676.218641	325.655666	3993.514648	700.964307	615.551021	5.891812	10.799627	10.630116	10.969138	285.526942	0.998658	969.273960	2512.563655	969.773960	1583.936345	8.301581	-19.652689	156752.937296	629.163497	249.144997	2991.859375	498.960096	619.429562	5.958705	10.812990	10.612508	11.013473	281.930397	0.998357	1968.018906	2681.887423	1968.518906	1414.612577	8.309221	-19.633621	203540.802325	668.843582	304.317493	3747.677002	647.890496	623.433443	5.764545	10.834755	10.433513	11.235996	82.946949	0.994184	2053.703497	1644.593306	2054.203497	2451.906694	8.309935	-19.745783	193075.112941	659.025820	292.970483	3527.915771	614.577172	619.183301	5.631851	10.701205	10.476158	10.926253	73.066675	0.997436	901.940766	2757.945480	902.440766	1338.554520	8.301053	-19.626187	258210.150898	707.101090	365.167236	4681.779297	821.908437	626.985217	5.561508	10.930588	10.622772	11.238404	284.137784	0.995917	1263.735907	2928.604119	1264.235907	1167.895881	8.303814	-19.607462	215405.008231	684.076897	314.884203	3675.498779	685.655437	616.632567	5.939909	10.991060	10.705577	11.276543	276.585914	0.997157	2316.721175	2710.545325	2317.221175	1385.954675	8.311890	-19.630242	167341.260602	645.970921	259.053860	3009.807617	532.663776	618.376415	5.883617	10.811636	10.463621	11.159651	84.747682	0.995722	1361.509288	3402.717577	1362.009288	693.782423	8.304538	-19.556093	218253.116135	677.973534	321.919817	3773.697021	694.721246	610.025345	5.540383	10.963092	10.502689	11.423495	274.180118	0.992818	1991.038218	3374.697092	1991.538218	721.802908	8.309359	-19.558644	180167.398036	645.439892	279.138925	3230.914795	573.490640	599.272854	5.946194	10.922156	10.510161	11.334151	270.225657	0.994324
