 	Label	slice_B	Saturated_B	J.D.-2400000_B	JD_UTC_B	JD_SOBS_B	HJD_UTC_B	BJD_TDB_B	AIRMASS_B	ALT_OBJ_B	CCD-TEMP_B	EXPTIME_B	RAOBJ2K_B	DECOBJ2K_B	FWHM_Mean_B	Source_Radius_B	Sky_Rad(min)_B	Sky_Rad(max)_B	rel_flux_T1_B	rel_flux_C2_B	rel_flux_C3_B	rel_flux_C4_B	rel_flux_C5_B	rel_flux_C6_B	rel_flux_C7_B	rel_flux_C8_B	rel_flux_C9_B	rel_flux_C10_B	rel_flux_C11_B	rel_flux_C12_B	rel_flux_C13_B	rel_flux_err_T1_B	rel_flux_err_C2_B	rel_flux_err_C3_B	rel_flux_err_C4_B	rel_flux_err_C5_B	rel_flux_err_C6_B	rel_flux_err_C7_B	rel_flux_err_C8_B	rel_flux_err_C9_B	rel_flux_err_C10_B	rel_flux_err_C11_B	rel_flux_err_C12_B	rel_flux_err_C13_B	rel_flux_SNR_T1_B	rel_flux_SNR_C2_B	rel_flux_SNR_C3_B	rel_flux_SNR_C4_B	rel_flux_SNR_C5_B	rel_flux_SNR_C6_B	rel_flux_SNR_C7_B	rel_flux_SNR_C8_B	rel_flux_SNR_C9_B	rel_flux_SNR_C10_B	rel_flux_SNR_C11_B	rel_flux_SNR_C12_B	rel_flux_SNR_C13_B	tot_C_cnts_B	tot_C_err_B	X(IJ)_T1_B	Y(IJ)_T1_B	X(FITS)_T1_B	Y(FITS)_T1_B	RA_T1_B	DEC_T1_B	Source-Sky_T1_B	N_Src_Pixels_T1_B	Source_Error_T1_B	Source_SNR_T1_B	Peak_T1_B	Mean_T1_B	Sky/Pixel_T1_B	N_Sky_Pixels_T1_B	FWHM_T1_B	Width_T1_B	X-Width_T1_B	Y-Width_T1_B	Angle_T1_B	Roundness_T1_B	X(IJ)_C2_B	Y(IJ)_C2_B	X(FITS)_C2_B	Y(FITS)_C2_B	RA_C2_B	DEC_C2_B	Source-Sky_C2_B	Source_Error_C2_B	Source_SNR_C2_B	Peak_C2_B	Mean_C2_B	Sky/Pixel_C2_B	FWHM_C2_B	Width_C2_B	X-Width_C2_B	Y-Width_C2_B	Angle_C2_B	Roundness_C2_B	X(IJ)_C3_B	Y(IJ)_C3_B	X(FITS)_C3_B	Y(FITS)_C3_B	RA_C3_B	DEC_C3_B	Source-Sky_C3_B	Source_Error_C3_B	Source_SNR_C3_B	Peak_C3_B	Mean_C3_B	Sky/Pixel_C3_B	FWHM_C3_B	Width_C3_B	X-Width_C3_B	Y-Width_C3_B	Angle_C3_B	Roundness_C3_B	X(IJ)_C4_B	Y(IJ)_C4_B	X(FITS)_C4_B	Y(FITS)_C4_B	RA_C4_B	DEC_C4_B	Source-Sky_C4_B	Source_Error_C4_B	Source_SNR_C4_B	Peak_C4_B	Mean_C4_B	Sky/Pixel_C4_B	FWHM_C4_B	Width_C4_B	X-Width_C4_B	Y-Width_C4_B	Angle_C4_B	Roundness_C4_B	X(IJ)_C5_B	Y(IJ)_C5_B	X(FITS)_C5_B	Y(FITS)_C5_B	RA_C5_B	DEC_C5_B	Source-Sky_C5_B	Source_Error_C5_B	Source_SNR_C5_B	Peak_C5_B	Mean_C5_B	Sky/Pixel_C5_B	FWHM_C5_B	Width_C5_B	X-Width_C5_B	Y-Width_C5_B	Angle_C5_B	Roundness_C5_B	X(IJ)_C6_B	Y(IJ)_C6_B	X(FITS)_C6_B	Y(FITS)_C6_B	RA_C6_B	DEC_C6_B	Source-Sky_C6_B	Source_Error_C6_B	Source_SNR_C6_B	Peak_C6_B	Mean_C6_B	Sky/Pixel_C6_B	FWHM_C6_B	Width_C6_B	X-Width_C6_B	Y-Width_C6_B	Angle_C6_B	Roundness_C6_B	X(IJ)_C7_B	Y(IJ)_C7_B	X(FITS)_C7_B	Y(FITS)_C7_B	RA_C7_B	DEC_C7_B	Source-Sky_C7_B	Source_Error_C7_B	Source_SNR_C7_B	Peak_C7_B	Mean_C7_B	Sky/Pixel_C7_B	FWHM_C7_B	Width_C7_B	X-Width_C7_B	Y-Width_C7_B	Angle_C7_B	Roundness_C7_B	X(IJ)_C8_B	Y(IJ)_C8_B	X(FITS)_C8_B	Y(FITS)_C8_B	RA_C8_B	DEC_C8_B	Source-Sky_C8_B	Source_Error_C8_B	Source_SNR_C8_B	Peak_C8_B	Mean_C8_B	Sky/Pixel_C8_B	FWHM_C8_B	Width_C8_B	X-Width_C8_B	Y-Width_C8_B	Angle_C8_B	Roundness_C8_B	X(IJ)_C9_B	Y(IJ)_C9_B	X(FITS)_C9_B	Y(FITS)_C9_B	RA_C9_B	DEC_C9_B	Source-Sky_C9_B	Source_Error_C9_B	Source_SNR_C9_B	Peak_C9_B	Mean_C9_B	Sky/Pixel_C9_B	FWHM_C9_B	Width_C9_B	X-Width_C9_B	Y-Width_C9_B	Angle_C9_B	Roundness_C9_B	X(IJ)_C10_B	Y(IJ)_C10_B	X(FITS)_C10_B	Y(FITS)_C10_B	RA_C10_B	DEC_C10_B	Source-Sky_C10_B	Source_Error_C10_B	Source_SNR_C10_B	Peak_C10_B	Mean_C10_B	Sky/Pixel_C10_B	FWHM_C10_B	Width_C10_B	X-Width_C10_B	Y-Width_C10_B	Angle_C10_B	Roundness_C10_B	X(IJ)_C11_B	Y(IJ)_C11_B	X(FITS)_C11_B	Y(FITS)_C11_B	RA_C11_B	DEC_C11_B	Source-Sky_C11_B	Source_Error_C11_B	Source_SNR_C11_B	Peak_C11_B	Mean_C11_B	Sky/Pixel_C11_B	FWHM_C11_B	Width_C11_B	X-Width_C11_B	Y-Width_C11_B	Angle_C11_B	Roundness_C11_B	X(IJ)_C12_B	Y(IJ)_C12_B	X(FITS)_C12_B	Y(FITS)_C12_B	RA_C12_B	DEC_C12_B	Source-Sky_C12_B	Source_Error_C12_B	Source_SNR_C12_B	Peak_C12_B	Mean_C12_B	Sky/Pixel_C12_B	FWHM_C12_B	Width_C12_B	X-Width_C12_B	Y-Width_C12_B	Angle_C12_B	Roundness_C12_B	X(IJ)_C13_B	Y(IJ)_C13_B	X(FITS)_C13_B	Y(FITS)_C13_B	RA_C13_B	DEC_C13_B	Source-Sky_C13_B	Source_Error_C13_B	Source_SNR_C13_B	Peak_C13_B	Mean_C13_B	Sky/Pixel_C13_B	FWHM_C13_B	Width_C13_B	X-Width_C13_B	Y-Width_C13_B	Angle_C13_B	Roundness_C13_B	slice_Z	Saturated_Z	J.D.-2400000_Z	JD_UTC_Z	JD_SOBS_Z	HJD_UTC_Z	BJD_TDB_Z	AIRMASS_Z	ALT_OBJ_Z	CCD-TEMP_Z	EXPTIME_Z	RAOBJ2K_Z	DECOBJ2K_Z	FWHM_Mean_Z	Source_Radius_Z	Sky_Rad(min)_Z	Sky_Rad(max)_Z	rel_flux_T1_Z	rel_flux_C2_Z	rel_flux_C3_Z	rel_flux_C4_Z	rel_flux_C5_Z	rel_flux_C6_Z	rel_flux_C7_Z	rel_flux_C8_Z	rel_flux_C9_Z	rel_flux_C10_Z	rel_flux_C11_Z	rel_flux_C12_Z	rel_flux_err_T1_Z	rel_flux_err_C2_Z	rel_flux_err_C3_Z	rel_flux_err_C4_Z	rel_flux_err_C5_Z	rel_flux_err_C6_Z	rel_flux_err_C7_Z	rel_flux_err_C8_Z	rel_flux_err_C9_Z	rel_flux_err_C10_Z	rel_flux_err_C11_Z	rel_flux_err_C12_Z	rel_flux_SNR_T1_Z	rel_flux_SNR_C2_Z	rel_flux_SNR_C3_Z	rel_flux_SNR_C4_Z	rel_flux_SNR_C5_Z	rel_flux_SNR_C6_Z	rel_flux_SNR_C7_Z	rel_flux_SNR_C8_Z	rel_flux_SNR_C9_Z	rel_flux_SNR_C10_Z	rel_flux_SNR_C11_Z	rel_flux_SNR_C12_Z	tot_C_cnts_Z	tot_C_err_Z	X(IJ)_T1_Z	Y(IJ)_T1_Z	X(FITS)_T1_Z	Y(FITS)_T1_Z	RA_T1_Z	DEC_T1_Z	Source-Sky_T1_Z	N_Src_Pixels_T1_Z	Source_Error_T1_Z	Source_SNR_T1_Z	Peak_T1_Z	Mean_T1_Z	Sky/Pixel_T1_Z	N_Sky_Pixels_T1_Z	FWHM_T1_Z	Width_T1_Z	X-Width_T1_Z	Y-Width_T1_Z	Angle_T1_Z	Roundness_T1_Z	X(IJ)_C2_Z	Y(IJ)_C2_Z	X(FITS)_C2_Z	Y(FITS)_C2_Z	RA_C2_Z	DEC_C2_Z	Source-Sky_C2_Z	Source_Error_C2_Z	Source_SNR_C2_Z	Peak_C2_Z	Mean_C2_Z	Sky/Pixel_C2_Z	FWHM_C2_Z	Width_C2_Z	X-Width_C2_Z	Y-Width_C2_Z	Angle_C2_Z	Roundness_C2_Z	X(IJ)_C3_Z	Y(IJ)_C3_Z	X(FITS)_C3_Z	Y(FITS)_C3_Z	RA_C3_Z	DEC_C3_Z	Source-Sky_C3_Z	Source_Error_C3_Z	Source_SNR_C3_Z	Peak_C3_Z	Mean_C3_Z	Sky/Pixel_C3_Z	FWHM_C3_Z	Width_C3_Z	X-Width_C3_Z	Y-Width_C3_Z	Angle_C3_Z	Roundness_C3_Z	X(IJ)_C4_Z	Y(IJ)_C4_Z	X(FITS)_C4_Z	Y(FITS)_C4_Z	RA_C4_Z	DEC_C4_Z	Source-Sky_C4_Z	Source_Error_C4_Z	Source_SNR_C4_Z	Peak_C4_Z	Mean_C4_Z	Sky/Pixel_C4_Z	FWHM_C4_Z	Width_C4_Z	X-Width_C4_Z	Y-Width_C4_Z	Angle_C4_Z	Roundness_C4_Z	X(IJ)_C5_Z	Y(IJ)_C5_Z	X(FITS)_C5_Z	Y(FITS)_C5_Z	RA_C5_Z	DEC_C5_Z	Source-Sky_C5_Z	Source_Error_C5_Z	Source_SNR_C5_Z	Peak_C5_Z	Mean_C5_Z	Sky/Pixel_C5_Z	FWHM_C5_Z	Width_C5_Z	X-Width_C5_Z	Y-Width_C5_Z	Angle_C5_Z	Roundness_C5_Z	X(IJ)_C6_Z	Y(IJ)_C6_Z	X(FITS)_C6_Z	Y(FITS)_C6_Z	RA_C6_Z	DEC_C6_Z	Source-Sky_C6_Z	Source_Error_C6_Z	Source_SNR_C6_Z	Peak_C6_Z	Mean_C6_Z	Sky/Pixel_C6_Z	FWHM_C6_Z	Width_C6_Z	X-Width_C6_Z	Y-Width_C6_Z	Angle_C6_Z	Roundness_C6_Z	X(IJ)_C7_Z	Y(IJ)_C7_Z	X(FITS)_C7_Z	Y(FITS)_C7_Z	RA_C7_Z	DEC_C7_Z	Source-Sky_C7_Z	Source_Error_C7_Z	Source_SNR_C7_Z	Peak_C7_Z	Mean_C7_Z	Sky/Pixel_C7_Z	FWHM_C7_Z	Width_C7_Z	X-Width_C7_Z	Y-Width_C7_Z	Angle_C7_Z	Roundness_C7_Z	X(IJ)_C8_Z	Y(IJ)_C8_Z	X(FITS)_C8_Z	Y(FITS)_C8_Z	RA_C8_Z	DEC_C8_Z	Source-Sky_C8_Z	Source_Error_C8_Z	Source_SNR_C8_Z	Peak_C8_Z	Mean_C8_Z	Sky/Pixel_C8_Z	FWHM_C8_Z	Width_C8_Z	X-Width_C8_Z	Y-Width_C8_Z	Angle_C8_Z	Roundness_C8_Z	X(IJ)_C9_Z	Y(IJ)_C9_Z	X(FITS)_C9_Z	Y(FITS)_C9_Z	RA_C9_Z	DEC_C9_Z	Source-Sky_C9_Z	Source_Error_C9_Z	Source_SNR_C9_Z	Peak_C9_Z	Mean_C9_Z	Sky/Pixel_C9_Z	FWHM_C9_Z	Width_C9_Z	X-Width_C9_Z	Y-Width_C9_Z	Angle_C9_Z	Roundness_C9_Z	X(IJ)_C10_Z	Y(IJ)_C10_Z	X(FITS)_C10_Z	Y(FITS)_C10_Z	RA_C10_Z	DEC_C10_Z	Source-Sky_C10_Z	Source_Error_C10_Z	Source_SNR_C10_Z	Peak_C10_Z	Mean_C10_Z	Sky/Pixel_C10_Z	FWHM_C10_Z	Width_C10_Z	X-Width_C10_Z	Y-Width_C10_Z	Angle_C10_Z	Roundness_C10_Z	X(IJ)_C11_Z	Y(IJ)_C11_Z	X(FITS)_C11_Z	Y(FITS)_C11_Z	RA_C11_Z	DEC_C11_Z	Source-Sky_C11_Z	Source_Error_C11_Z	Source_SNR_C11_Z	Peak_C11_Z	Mean_C11_Z	Sky/Pixel_C11_Z	FWHM_C11_Z	Width_C11_Z	X-Width_C11_Z	Y-Width_C11_Z	Angle_C11_Z	Roundness_C11_Z	X(IJ)_C12_Z	Y(IJ)_C12_Z	X(FITS)_C12_Z	Y(FITS)_C12_Z	RA_C12_Z	DEC_C12_Z	Source-Sky_C12_Z	Source_Error_C12_Z	Source_SNR_C12_Z	Peak_C12_Z	Mean_C12_Z	Sky/Pixel_C12_Z	FWHM_C12_Z	Width_C12_Z	X-Width_C12_Z	Y-Width_C12_Z	Angle_C12_Z	Roundness_C12_Z
1	merged	1.000000	0.000000	58590.483330	2458590.483330	NaN	NaN	2458590.485445	1.017937	NaN	NaN	149.978000	NaN	NaN	4.683930	6.000000	12.000000	24.000000	0.056745	0.086364	0.079751	0.065774	0.078908	0.061942	0.143964	0.083631	0.121471	0.088778	0.083797	0.082278	0.120126	0.002007	0.002268	0.002230	0.002166	0.002227	0.002139	0.002614	0.002254	0.002480	0.002280	0.002254	0.002245	0.002469	28.276937	38.085979	35.765313	30.371847	35.435804	28.953143	55.065780	37.105237	48.988121	38.930402	37.174504	36.656421	48.649097	156071.362700	1088.336562	1705.554157	2431.940744	1706.054157	1664.559256	8.307115	-19.662776	8856.305402	113.097336	307.049686	28.843232	1044.634155	78.306932	690.660382	1114.000000	4.136360	6.502799	6.463816	6.541783	309.996269	0.995240	1723.798949	2266.386748	1724.298949	1830.113252	8.307266	-19.680670	12407.369753	313.088294	39.628980	1090.276123	109.705235	689.045368	5.096576	6.435708	6.357125	6.514291	298.152890	0.998063	1866.778057	2305.573148	1867.278057	1790.926852	8.308359	-19.676297	11527.551649	311.396042	37.018941	1088.681885	101.925935	690.941826	4.588312	6.580206	6.832108	6.328305	330.809674	0.978736	1832.179230	2599.939642	1832.679230	1496.560358	8.308074	-19.644483	9631.923520	309.619006	31.108954	1049.614746	85.164902	692.158871	4.567747	6.426440	6.714353	6.138527	348.610803	0.990593	1779.616000	2613.230504	1780.116000	1483.269496	8.307671	-19.643094	11414.554361	311.431583	36.651884	1080.968384	100.926819	688.546842	4.971476	6.361050	6.537426	6.184674	337.103288	0.993684	1449.776213	2402.159586	1450.276213	1694.340414	8.305158	-19.666234	9103.475615	307.699881	29.585568	1036.608643	80.492397	690.444409	4.279691	6.528934	6.571744	6.486125	319.714960	0.993594	1368.957422	2508.304313	1369.457422	1588.195687	8.304533	-19.654824	19641.053635	323.801015	60.657789	1363.895874	173.665043	687.613530	4.868196	6.609260	6.776582	6.441938	335.655750	0.994125	1302.728849	2636.418070	1303.228849	1460.081930	8.304017	-19.641024	12045.083420	312.693557	38.520408	1098.895874	106.501920	689.044207	4.773334	6.444499	6.352508	6.536490	307.067194	0.989099	1738.357282	2792.856196	1738.857282	1303.643804	8.307343	-19.623700	16904.693227	321.127478	52.641690	1280.342163	149.470305	692.727101	4.601927	6.439394	6.396557	6.482232	308.077945	0.996908	2105.935596	2452.184783	2106.435596	1644.315217	8.310181	-19.660208	12725.973249	313.522680	40.590280	1126.619873	112.522308	691.655299	4.863736	6.577666	6.758804	6.396529	326.934776	0.981503	1802.774320	2222.414818	1803.274320	1874.085182	8.307874	-19.685353	12067.102306	312.631886	38.598438	1124.564697	106.696610	689.913752	4.561983	6.480264	6.413879	6.546649	283.203803	0.999477	1680.403300	2205.686151	1680.903300	1890.813849	8.306938	-19.687277	11864.992905	312.106452	38.015853	1103.236694	104.909571	691.746417	4.697050	6.350899	6.244082	6.457716	298.473002	0.996199	1479.170374	2146.085951	1479.670374	1950.414049	8.305400	-19.693911	16737.589061	320.560605	52.213493	1217.395264	147.992780	690.412021	4.884698	6.555656	6.424730	6.686582	287.808930	0.997588	1.000000	0.000000	58590.483416	2458590.483416	NaN	NaN	2458590.485531	1.017965	NaN	NaN	149.975000	NaN	NaN	5.760271	10.000000	20.000000	30.000000	0.090205	0.109949	0.096388	0.109471	0.075703	0.099676	0.094146	0.130727	0.108058	0.081307	0.109515	0.087270	0.000313	0.000360	0.000343	0.000360	0.000317	0.000349	0.000341	0.000388	0.000362	0.000329	0.000362	0.000331	288.380143	305.769341	280.648055	304.235025	238.457907	285.264818	276.240641	336.565685	298.376733	246.807288	302.548117	264.014888	2231121.012360	2238.609574	1690.694455	2414.063231	1691.194455	1682.436769	8.307113	-19.662829	201258.530984	314.159265	668.040056	301.267161	3500.774902	640.625801	627.286512	1267.000000	5.997531	11.207907	10.770339	11.645476	86.917680	0.993851	2017.731591	2282.810932	2018.231591	1813.689068	8.309625	-19.676775	221010.530139	683.748329	323.233741	3884.055420	703.498367	628.950491	5.625475	11.148365	10.723554	11.573177	82.302778	0.993770	1217.867265	2343.474132	1218.367265	1753.025868	8.303495	-19.670821	196147.891373	667.877901	293.688249	3302.524414	624.358130	642.296239	5.688006	11.219597	10.954699	11.484495	274.880461	0.997707	1035.392569	2468.698759	1035.892569	1627.801241	8.302090	-19.657405	220143.385204	684.951501	321.399960	3859.570557	700.738159	640.732617	5.671210	11.218541	10.816533	11.620550	270.535774	0.994875	969.698712	2512.754738	970.198712	1583.745262	8.301585	-19.652685	157016.698966	638.116312	246.062820	2882.729492	499.799676	646.099407	5.818072	11.258377	10.899952	11.616801	272.762202	0.995916	1968.238915	2682.098197	1968.738915	1414.401803	8.309223	-19.633614	202230.678630	676.258726	299.043356	3479.006836	643.720243	651.488519	5.780499	11.145212	10.666612	11.623813	83.065409	0.992203	2053.920391	1644.757638	2054.420391	2451.742362	8.309938	-19.745780	191976.339011	665.187372	288.604906	3419.287842	611.079666	646.931550	5.176214	11.044450	10.761995	11.326905	72.516515	0.996109	902.156098	2758.070991	902.656098	1338.429009	8.301055	-19.626191	257947.250750	714.468656	361.033684	4155.504883	821.071600	654.213477	6.019142	11.303528	10.933345	11.673711	277.907396	0.995376	1264.065263	2928.896843	1264.565263	1167.603157	8.303818	-19.607448	217579.094715	691.969555	314.434491	3533.712158	692.575769	641.089962	5.809363	11.334312	10.883795	11.784830	270.992877	0.993693	2317.004323	2710.826924	2317.504323	1385.673076	8.311893	-19.630227	167764.324299	657.091562	255.313466	2884.582275	534.010430	644.879011	5.773749	11.184989	10.603437	11.766542	86.058701	0.989039	1361.829607	3402.981328	1362.329607	693.518672	8.304542	-19.556082	220223.700444	689.515138	319.389218	3502.813965	700.993810	637.006289	6.057778	11.317028	10.814569	11.819487	274.765006	0.991925	1991.344826	3374.941161	1991.844826	721.558839	8.309362	-19.558635	179081.118829	652.043937	274.645785	3075.821777	570.032906	627.581251	5.706220	11.273830	10.664911	11.882750	89.461732	0.988395
2	merged	2.000000	0.000000	58590.485365	2458590.485365	NaN	NaN	2458590.487480	1.018595	NaN	NaN	149.978000	NaN	NaN	5.503053	6.000000	12.000000	24.000000	0.055540	0.088322	0.075975	0.058866	0.078691	0.062242	0.148543	0.082533	0.118360	0.091582	0.091871	0.081376	0.119067	0.002013	0.002288	0.002219	0.002128	0.002231	0.002150	0.002661	0.002255	0.002467	0.002312	0.002302	0.002249	0.002466	27.588652	38.599218	34.235037	27.662222	35.265554	28.944991	55.829029	36.600221	47.970091	39.610757	39.913444	36.190154	48.283166	155171.132406	1085.673711	1705.210646	2432.181180	1705.710646	1664.318820	8.307114	-19.662739	8618.270514	113.097336	306.509720	28.117446	938.413269	76.202242	687.739835	1173.000000	5.523966	6.667467	6.754922	6.580012	2.505182	0.999307	1723.838686	2266.536459	1724.338686	1829.963541	8.307267	-19.680643	12592.824658	313.059102	40.225071	1089.229858	111.345016	686.973124	5.337440	6.564812	6.724189	6.405436	332.172502	0.992602	1866.745320	2305.280002	1867.245320	1791.219998	8.308359	-19.676318	10956.626053	310.125878	35.329609	1058.773315	96.877844	687.483502	4.793066	6.516815	6.404915	6.628716	302.063602	0.993810	1831.931924	2600.114331	1832.431924	1496.385669	8.308073	-19.644453	8626.431123	305.760212	28.213060	945.563538	76.274397	686.080978	5.549590	6.545735	6.444728	6.646742	305.825666	0.990393	1779.462535	2612.964279	1779.962535	1483.535721	8.307670	-19.643112	11319.860919	310.373536	36.471734	1041.396729	100.089546	686.046365	4.774080	6.673684	6.544208	6.803159	292.322727	0.997028	1449.660138	2401.861284	1450.160138	1694.638716	8.305158	-19.666255	9092.303731	307.364989	29.581455	984.203308	80.393616	687.572776	4.858071	6.564461	6.563255	6.565667	314.271578	0.999791	1368.846187	2508.360442	1369.346187	1588.139558	8.304532	-19.654806	20068.602036	324.863169	61.775553	1267.175415	177.445401	688.003420	5.402584	6.546228	6.580573	6.511884	321.036054	0.997483	1302.767826	2636.451474	1303.267826	1460.048526	8.304018	-19.641008	11830.319965	311.626118	37.963185	1077.921387	104.602994	688.767486	5.051683	6.303000	6.463381	6.142618	342.435218	0.996133	1738.341276	2792.887957	1738.841276	1303.612043	8.307344	-19.623685	16422.271233	319.558615	51.390482	1189.914429	145.204758	688.526706	5.162541	6.441283	6.409796	6.472770	311.314670	0.994192	2105.740784	2452.028668	2106.240784	1644.471332	8.310180	-19.660214	13018.673669	314.586623	41.383431	1056.693726	115.110348	689.288946	5.468318	6.913977	6.806387	7.021568	294.788692	0.997697	1802.669620	2222.463545	1803.169620	1874.036455	8.307874	-19.685337	13056.240332	312.859644	41.731941	1054.801636	115.442510	685.383463	5.023707	6.731713	6.964841	6.498586	339.358478	0.991525	1680.703337	2205.689429	1681.203337	1890.810571	8.306941	-19.687266	11677.032626	311.359245	37.503407	1073.198242	103.247637	686.072120	4.859924	6.427137	6.345896	6.508379	305.926429	0.993414	1479.213341	2146.039747	1479.713341	1950.460253	8.305401	-19.693904	16509.946061	318.832190	51.782557	1241.271118	145.979974	686.551498	5.050796	6.668667	6.614386	6.722949	293.495895	0.999430	2.000000	0.000000	58590.485458	2458590.485458	NaN	NaN	2458590.487573	1.018630	NaN	NaN	149.979000	NaN	NaN	5.399683	10.000000	20.000000	30.000000	0.089835	0.109869	0.096493	0.109441	0.075580	0.099824	0.094138	0.130651	0.107463	0.081249	0.109395	0.088078	0.000316	0.000361	0.000346	0.000363	0.000321	0.000353	0.000344	0.000392	0.000365	0.000333	0.000364	0.000334	284.611846	303.956777	279.182795	301.623975	235.752416	282.803501	273.604424	333.059213	294.554858	243.767842	300.403178	263.828730	2201100.793719	2227.417019	1690.648005	2413.845235	1691.148005	1682.654765	8.307112	-19.662841	197735.398418	314.159265	665.315103	297.205636	4020.389648	629.411322	624.299005	1297.000000	4.892290	11.058066	10.631604	11.484528	83.921599	0.993793	2017.672556	2282.543665	2018.172556	1813.956335	8.309625	-19.676792	217892.538781	677.891428	321.426898	4243.748535	693.573492	622.834356	4.816097	11.012530	10.607484	11.417575	81.383955	0.994084	1217.860414	2343.223111	1218.360414	1753.276889	8.303495	-19.670836	193699.587813	662.771782	292.256842	3880.626953	616.564938	636.972365	5.120776	11.167791	10.825402	11.510179	270.239749	0.996247	1035.372013	2468.501805	1035.872013	1627.998195	8.302090	-19.657413	217128.263999	681.426093	318.638024	4151.826172	691.140730	636.553649	5.187188	11.063967	10.714710	11.413224	88.348498	0.996009	969.468706	2512.540208	969.968706	1583.959792	8.301583	-19.652696	154669.566703	635.919625	243.221880	3199.464111	492.328522	643.571563	4.780691	11.072261	10.739828	11.404695	273.461723	0.996348	1968.250060	2681.902555	1968.750060	1414.597445	8.309224	-19.633623	199779.924456	673.887565	296.458838	3989.231934	635.919250	648.762397	4.977996	11.104632	10.596234	11.613030	82.943916	0.991123	2053.923370	1644.596596	2054.423370	2451.903404	8.309938	-19.745785	189380.130674	662.584840	285.820199	3801.009766	602.815678	643.350769	4.685542	10.903863	10.618677	11.189050	70.796151	0.995550	902.102786	2757.910105	902.602786	1338.589895	8.301055	-19.626196	254345.626501	712.145778	357.153878	4645.855957	809.607274	651.236050	4.982520	11.234639	10.847517	11.621761	273.082325	0.995207	1263.980279	2928.684543	1264.480279	1167.815457	8.303818	-19.607458	213584.954280	688.450102	310.240283	3929.323730	679.862025	639.795122	4.860632	11.219797	10.812408	11.627187	271.337952	0.994729	2316.921344	2710.641034	2317.421344	1385.858966	8.311892	-19.630235	165399.178292	656.099602	252.094618	3223.867676	526.481936	643.776490	4.810448	11.134087	10.597900	11.670273	79.998094	0.989543	1361.709142	3402.821794	1362.209142	693.678206	8.304541	-19.556088	217045.872672	684.293580	317.182389	4054.540527	690.878470	635.696169	5.001151	11.228832	10.707518	11.750146	270.906263	0.991407	1991.267694	3374.753180	1991.767694	721.746820	8.309361	-19.558643	178175.149548	648.741396	274.647418	3443.421143	567.149116	621.792711	4.920590	11.217327	10.625519	11.809135	85.876364	0.988695
