 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_C8	rel_flux_C9	rel_flux_C10	rel_flux_C11	rel_flux_C12	rel_flux_C13	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_err_C9	rel_flux_err_C10	rel_flux_err_C11	rel_flux_err_C12	rel_flux_err_C13	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_C8	rel_flux_SNR_C9	rel_flux_SNR_C10	rel_flux_SNR_C11	rel_flux_SNR_C12	rel_flux_SNR_C13	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_C9	Y(IJ)_C9	X(FITS)_C9	Y(FITS)_C9	RA_C9	DEC_C9	Source-Sky_C9	Source_Error_C9	Source_SNR_C9	Peak_C9	Mean_C9	Sky/Pixel_C9	FWHM_C9	Width_C9	X-Width_C9	Y-Width_C9	Angle_C9	Roundness_C9	X(IJ)_C10	Y(IJ)_C10	X(FITS)_C10	Y(FITS)_C10	RA_C10	DEC_C10	Source-Sky_C10	Source_Error_C10	Source_SNR_C10	Peak_C10	Mean_C10	Sky/Pixel_C10	FWHM_C10	Width_C10	X-Width_C10	Y-Width_C10	Angle_C10	Roundness_C10	X(IJ)_C11	Y(IJ)_C11	X(FITS)_C11	Y(FITS)_C11	RA_C11	DEC_C11	Source-Sky_C11	Source_Error_C11	Source_SNR_C11	Peak_C11	Mean_C11	Sky/Pixel_C11	FWHM_C11	Width_C11	X-Width_C11	Y-Width_C11	Angle_C11	Roundness_C11	X(IJ)_C12	Y(IJ)_C12	X(FITS)_C12	Y(FITS)_C12	RA_C12	DEC_C12	Source-Sky_C12	Source_Error_C12	Source_SNR_C12	Peak_C12	Mean_C12	Sky/Pixel_C12	FWHM_C12	Width_C12	X-Width_C12	Y-Width_C12	Angle_C12	Roundness_C12	X(IJ)_C13	Y(IJ)_C13	X(FITS)_C13	Y(FITS)_C13	RA_C13	DEC_C13	Source-Sky_C13	Source_Error_C13	Source_SNR_C13	Peak_C13	Mean_C13	Sky/Pixel_C13	FWHM_C13	Width_C13	X-Width_C13	Y-Width_C13	Angle_C13	Roundness_C13
1	lsc1m004-fa03-20190416-0069-e91.fits	1.000000	0.000000	58590.483330	2458590.483330	NaN	NaN	2458590.485445	1.017937	NaN	NaN	149.978000	NaN	NaN	4.683930	6.000000	12.000000	24.000000	0.056745	0.086364	0.079751	0.065774	0.078908	0.061942	0.143964	0.083631	0.121471	0.088778	0.083797	0.082278	0.120126	0.002007	0.002268	0.002230	0.002166	0.002227	0.002139	0.002614	0.002254	0.002480	0.002280	0.002254	0.002245	0.002469	28.276937	38.085979	35.765313	30.371847	35.435804	28.953143	55.065780	37.105237	48.988121	38.930402	37.174504	36.656421	48.649097	156071.362700	1088.336562	1705.554157	2431.940744	1706.054157	1664.559256	8.307115	-19.662776	8856.305402	113.097336	307.049686	28.843232	1044.634155	78.306932	690.660382	1114.000000	4.136360	6.502799	6.463816	6.541783	309.996269	0.995240	1723.798949	2266.386748	1724.298949	1830.113252	8.307266	-19.680670	12407.369753	313.088294	39.628980	1090.276123	109.705235	689.045368	5.096576	6.435708	6.357125	6.514291	298.152890	0.998063	1866.778057	2305.573148	1867.278057	1790.926852	8.308359	-19.676297	11527.551649	311.396042	37.018941	1088.681885	101.925935	690.941826	4.588312	6.580206	6.832108	6.328305	330.809674	0.978736	1832.179230	2599.939642	1832.679230	1496.560358	8.308074	-19.644483	9631.923520	309.619006	31.108954	1049.614746	85.164902	692.158871	4.567747	6.426440	6.714353	6.138527	348.610803	0.990593	1779.616000	2613.230504	1780.116000	1483.269496	8.307671	-19.643094	11414.554361	311.431583	36.651884	1080.968384	100.926819	688.546842	4.971476	6.361050	6.537426	6.184674	337.103288	0.993684	1449.776213	2402.159586	1450.276213	1694.340414	8.305158	-19.666234	9103.475615	307.699881	29.585568	1036.608643	80.492397	690.444409	4.279691	6.528934	6.571744	6.486125	319.714960	0.993594	1368.957422	2508.304313	1369.457422	1588.195687	8.304533	-19.654824	19641.053635	323.801015	60.657789	1363.895874	173.665043	687.613530	4.868196	6.609260	6.776582	6.441938	335.655750	0.994125	1302.728849	2636.418070	1303.228849	1460.081930	8.304017	-19.641024	12045.083420	312.693557	38.520408	1098.895874	106.501920	689.044207	4.773334	6.444499	6.352508	6.536490	307.067194	0.989099	1738.357282	2792.856196	1738.857282	1303.643804	8.307343	-19.623700	16904.693227	321.127478	52.641690	1280.342163	149.470305	692.727101	4.601927	6.439394	6.396557	6.482232	308.077945	0.996908	2105.935596	2452.184783	2106.435596	1644.315217	8.310181	-19.660208	12725.973249	313.522680	40.590280	1126.619873	112.522308	691.655299	4.863736	6.577666	6.758804	6.396529	326.934776	0.981503	1802.774320	2222.414818	1803.274320	1874.085182	8.307874	-19.685353	12067.102306	312.631886	38.598438	1124.564697	106.696610	689.913752	4.561983	6.480264	6.413879	6.546649	283.203803	0.999477	1680.403300	2205.686151	1680.903300	1890.813849	8.306938	-19.687277	11864.992905	312.106452	38.015853	1103.236694	104.909571	691.746417	4.697050	6.350899	6.244082	6.457716	298.473002	0.996199	1479.170374	2146.085951	1479.670374	1950.414049	8.305400	-19.693911	16737.589061	320.560605	52.213493	1217.395264	147.992780	690.412021	4.884698	6.555656	6.424730	6.686582	287.808930	0.997588
2	lsc1m004-fa03-20190416-0070-e91.fits	2.000000	0.000000	58590.485365	2458590.485365	NaN	NaN	2458590.487480	1.018595	NaN	NaN	149.978000	NaN	NaN	5.503053	6.000000	12.000000	24.000000	0.055540	0.088322	0.075975	0.058866	0.078691	0.062242	0.148543	0.082533	0.118360	0.091582	0.091871	0.081376	0.119067	0.002013	0.002288	0.002219	0.002128	0.002231	0.002150	0.002661	0.002255	0.002467	0.002312	0.002302	0.002249	0.002466	27.588652	38.599218	34.235037	27.662222	35.265554	28.944991	55.829029	36.600221	47.970091	39.610757	39.913444	36.190154	48.283166	155171.132406	1085.673711	1705.210646	2432.181180	1705.710646	1664.318820	8.307114	-19.662739	8618.270514	113.097336	306.509720	28.117446	938.413269	76.202242	687.739835	1173.000000	5.523966	6.667467	6.754922	6.580012	2.505182	0.999307	1723.838686	2266.536459	1724.338686	1829.963541	8.307267	-19.680643	12592.824658	313.059102	40.225071	1089.229858	111.345016	686.973124	5.337440	6.564812	6.724189	6.405436	332.172502	0.992602	1866.745320	2305.280002	1867.245320	1791.219998	8.308359	-19.676318	10956.626053	310.125878	35.329609	1058.773315	96.877844	687.483502	4.793066	6.516815	6.404915	6.628716	302.063602	0.993810	1831.931924	2600.114331	1832.431924	1496.385669	8.308073	-19.644453	8626.431123	305.760212	28.213060	945.563538	76.274397	686.080978	5.549590	6.545735	6.444728	6.646742	305.825666	0.990393	1779.462535	2612.964279	1779.962535	1483.535721	8.307670	-19.643112	11319.860919	310.373536	36.471734	1041.396729	100.089546	686.046365	4.774080	6.673684	6.544208	6.803159	292.322727	0.997028	1449.660138	2401.861284	1450.160138	1694.638716	8.305158	-19.666255	9092.303731	307.364989	29.581455	984.203308	80.393616	687.572776	4.858071	6.564461	6.563255	6.565667	314.271578	0.999791	1368.846187	2508.360442	1369.346187	1588.139558	8.304532	-19.654806	20068.602036	324.863169	61.775553	1267.175415	177.445401	688.003420	5.402584	6.546228	6.580573	6.511884	321.036054	0.997483	1302.767826	2636.451474	1303.267826	1460.048526	8.304018	-19.641008	11830.319965	311.626118	37.963185	1077.921387	104.602994	688.767486	5.051683	6.303000	6.463381	6.142618	342.435218	0.996133	1738.341276	2792.887957	1738.841276	1303.612043	8.307344	-19.623685	16422.271233	319.558615	51.390482	1189.914429	145.204758	688.526706	5.162541	6.441283	6.409796	6.472770	311.314670	0.994192	2105.740784	2452.028668	2106.240784	1644.471332	8.310180	-19.660214	13018.673669	314.586623	41.383431	1056.693726	115.110348	689.288946	5.468318	6.913977	6.806387	7.021568	294.788692	0.997697	1802.669620	2222.463545	1803.169620	1874.036455	8.307874	-19.685337	13056.240332	312.859644	41.731941	1054.801636	115.442510	685.383463	5.023707	6.731713	6.964841	6.498586	339.358478	0.991525	1680.703337	2205.689429	1681.203337	1890.810571	8.306941	-19.687266	11677.032626	311.359245	37.503407	1073.198242	103.247637	686.072120	4.859924	6.427137	6.345896	6.508379	305.926429	0.993414	1479.213341	2146.039747	1479.713341	1950.460253	8.305401	-19.693904	16509.946061	318.832190	51.782557	1241.271118	145.979974	686.551498	5.050796	6.668667	6.614386	6.722949	293.495895	0.999430
3	lsc1m004-fa03-20190416-0071-e91.fits	3.000000	0.000000	58590.487400	2458590.487400	NaN	NaN	2458590.489515	1.019392	NaN	NaN	149.978000	NaN	NaN	5.566147	6.000000	12.000000	24.000000	0.057235	0.084974	0.078637	0.062905	0.074214	0.061722	0.148085	0.084972	0.119541	0.085395	0.090508	0.083402	0.123144	0.002012	0.002269	0.002236	0.002152	0.002212	0.002149	0.002659	0.002264	0.002477	0.002267	0.002297	0.002262	0.002495	28.446987	37.455162	35.168530	29.234899	33.548335	28.723556	55.692787	37.538166	48.267553	37.670455	39.398859	36.867065	49.364438	155128.949322	1085.678088	1705.501621	2432.202360	1706.001621	1664.297640	8.307116	-19.662736	8878.873519	113.097336	305.871874	29.028081	950.980225	78.506478	685.827323	1147.000000	6.082947	6.475711	6.224653	6.726770	277.056519	0.993627	1723.741814	2266.398462	1724.241814	1830.101538	8.307266	-19.680657	12149.520123	312.108450	38.927239	1092.336792	107.425344	686.563235	5.126601	6.462827	6.470138	6.455516	320.348115	0.999851	1866.560140	2305.649363	1867.060140	1790.850637	8.308358	-19.676276	11309.578807	311.005578	36.364553	1023.266663	99.998632	686.604004	5.729179	6.587035	6.478015	6.696056	297.058354	0.996812	1832.019544	2600.187498	1832.519544	1496.312502	8.308073	-19.644443	9180.853222	307.129689	29.892432	990.405579	81.176565	687.244450	4.980353	6.514204	6.758507	6.269902	339.975132	0.990426	1779.781177	2613.122534	1780.281177	1483.377466	8.307673	-19.643093	10717.413440	309.988939	34.573535	1039.986572	94.762740	688.932276	4.943034	6.416104	6.347225	6.484983	307.566050	0.993000	1449.780854	2402.272336	1450.280854	1694.227664	8.305159	-19.666209	9018.204994	307.317073	29.344953	988.019226	79.738439	686.358241	4.558085	6.521344	6.607295	6.435392	22.115110	0.998647	1368.977227	2508.384693	1369.477227	1588.115307	8.304533	-19.654802	20009.152811	324.880016	61.589362	1278.503052	176.919754	684.902098	5.360751	6.591933	6.576001	6.607865	310.856795	0.998875	1302.780721	2636.342507	1303.280721	1460.157493	8.304018	-19.641019	12149.259279	311.350827	39.021124	1109.072998	107.423037	685.973807	4.790333	6.575733	6.659114	6.492352	336.494117	0.998617	1738.305780	2792.855988	1738.805780	1303.644012	8.307343	-19.623687	16564.194053	319.981554	51.766090	1228.558960	146.459631	688.019428	5.103656	6.521401	6.434631	6.608171	301.499775	0.996566	2106.006945	2452.178834	2106.506945	1644.321166	8.310182	-19.660196	12204.937029	311.582451	39.170810	1053.315552	107.915337	686.833938	5.225855	6.732489	6.861461	6.603517	333.046342	0.995773	1802.602066	2222.411874	1803.102066	1874.088126	8.307873	-19.685342	12875.086593	312.949486	41.141102	1079.959595	113.840760	685.789419	4.704778	6.628437	6.504041	6.752832	297.424387	0.995753	1680.412210	2205.692352	1680.912210	1890.807648	8.306938	-19.687265	11942.016839	312.095389	38.263996	1062.949829	105.590612	687.252932	4.850974	6.553603	6.428233	6.678973	287.659893	0.997803	1479.222198	2146.130804	1479.722198	1950.369196	8.305401	-19.693894	17008.732133	319.993893	53.153302	1159.186523	150.390211	687.143987	5.400319	6.666627	6.570210	6.763044	80.609971	0.999067
4	lsc1m004-fa03-20190416-0072-e91.fits	4.000000	0.000000	58590.489435	2458590.489435	NaN	NaN	2458590.491551	1.020330	NaN	NaN	149.982000	NaN	NaN	5.563147	6.000000	12.000000	24.000000	0.051821	0.087229	0.074929	0.061422	0.071952	0.063196	0.145952	0.084559	0.123967	0.088191	0.086810	0.088037	0.121299	0.002004	0.002281	0.002211	0.002146	0.002198	0.002159	0.002644	0.002265	0.002504	0.002286	0.002281	0.002284	0.002481	25.856139	38.246614	33.888767	28.623636	32.729646	29.265837	55.211621	37.336706	49.511518	38.582097	38.063642	38.538100	48.887053	155155.220742	1085.905897	1705.374108	2432.346761	1705.874108	1664.153239	8.307115	-19.662733	8040.234815	113.097336	305.826400	26.290192	970.834473	71.091284	689.544107	1170.000000	4.878012	6.526688	6.577781	6.475595	323.038650	0.996804	1723.950830	2266.413398	1724.450830	1830.086602	8.307268	-19.680667	12448.193757	312.574702	39.824700	1089.059692	110.066198	687.237660	5.068477	6.784293	6.747796	6.820789	278.193819	0.999874	1866.531482	2305.527685	1867.031482	1790.972315	8.308358	-19.676302	10815.202273	309.461723	34.948433	997.146362	95.627383	685.608398	5.428352	6.526937	6.557321	6.496554	320.352860	0.997488	1831.799746	2599.930418	1832.299746	1496.569582	8.308072	-19.644485	8978.504376	307.080960	29.238232	1033.849731	79.387409	688.229294	4.734886	6.470913	6.741347	6.200478	13.310494	0.991289	1779.869321	2612.955937	1780.369321	1483.544063	8.307673	-19.643124	10414.415234	309.254725	33.675848	1004.070618	92.083648	686.415063	5.408530	6.603587	6.691640	6.515535	322.041931	0.987994	1449.360041	2402.035220	1449.860041	1694.464780	8.305156	-19.666248	9222.347632	308.176320	29.925556	960.965210	81.543456	688.405396	5.278204	6.674848	6.681646	6.668050	316.597441	0.998664	1368.997529	2508.220787	1369.497529	1588.279213	8.304534	-19.654833	19761.085078	324.385076	60.918601	1357.343506	174.726354	688.773053	4.935718	6.627930	6.692041	6.563819	329.742248	0.998455	1302.590847	2636.304202	1303.090847	1460.195798	8.304017	-19.641036	12096.893631	311.827343	38.793563	1029.933960	106.960023	686.151945	5.175754	6.613258	6.824174	6.402342	337.203731	0.991708	1738.181319	2792.736353	1738.681319	1303.763647	8.307342	-19.623713	17112.684129	320.812222	53.341746	1226.671997	151.309348	690.092738	5.082250	6.602001	6.587931	6.616070	48.498938	0.998776	2105.979763	2451.994243	2106.479763	1644.505757	8.310182	-19.660229	12574.341750	312.742010	40.206756	1068.220581	111.181591	687.115920	5.101378	6.584803	6.807663	6.361943	331.050335	0.983812	1802.636981	2222.419411	1803.136981	1874.080589	8.307874	-19.685353	12393.145166	312.825939	39.616744	1084.759033	109.579462	686.967229	4.978234	6.553780	6.618748	6.488813	10.949357	0.999544	1680.299689	2205.640901	1680.799689	1890.859099	8.306938	-19.687283	12554.149492	312.629831	40.156595	1050.225098	111.003053	686.661321	5.483424	6.684679	6.790648	6.578711	355.256218	0.998967	1479.266165	2145.892393	1479.766165	1950.607607	8.305402	-19.693932	16784.258223	319.413173	52.547170	1211.955811	148.405426	687.174724	5.201542	6.712743	6.722920	6.702566	316.877917	0.997857
5	lsc1m004-fa03-20190416-0073-e91.fits	5.000000	0.000000	58590.491469	2458590.491469	NaN	NaN	2458590.493584	1.021411	NaN	NaN	149.970000	NaN	NaN	5.646548	6.000000	12.000000	24.000000	0.051656	0.088432	0.072802	0.062934	0.077682	0.064016	0.147689	0.085641	0.123844	0.084837	0.085856	0.083257	0.120501	0.001982	0.002262	0.002181	0.002130	0.002204	0.002132	0.002626	0.002247	0.002478	0.002244	0.002251	0.002231	0.002455	26.065473	39.097254	33.383614	29.552201	35.252453	30.026789	56.234206	38.119835	49.981205	37.811333	38.133315	37.315743	49.076067	157062.045528	1087.436812	1705.207305	2432.059923	1705.707305	1664.440077	8.307114	-19.662764	8113.229030	113.097336	306.152816	26.500586	974.815674	71.736695	688.278460	1101.000000	5.159619	6.609032	6.471009	6.747056	298.280619	0.994260	1723.999886	2266.358014	1724.499886	1830.141986	8.307269	-19.680673	12760.875227	313.126647	40.753080	1099.286133	112.830909	689.366955	4.848578	6.577720	6.328366	6.827074	82.325177	0.993836	1866.611491	2305.541207	1867.111491	1790.958793	8.308359	-19.676301	10658.445790	310.123753	34.368363	1043.192139	94.241352	689.980879	4.950041	6.450850	6.536432	6.365268	336.410855	0.998477	1832.325849	2600.017141	1832.825849	1496.482859	8.308076	-19.644474	9299.311954	307.752020	30.216900	945.712341	82.223970	689.224945	5.701840	6.692593	6.440726	6.944461	78.174041	0.993267	1779.625901	2613.157992	1780.125901	1483.342008	8.307672	-19.643102	11321.381245	310.781816	36.428712	1036.040161	100.102988	688.283028	5.226001	6.520675	6.668288	6.373062	342.782896	0.996990	1449.987146	2401.954558	1450.487146	1694.545442	8.305161	-19.666256	9449.611484	307.540917	30.726355	961.901611	83.552910	688.157855	5.414749	6.517424	6.389672	6.645177	295.161856	0.996232	1368.833959	2508.213404	1369.333959	1588.286596	8.304533	-19.654833	20211.356585	325.100769	62.169513	1260.119751	178.707628	688.469820	5.262807	6.683574	6.656618	6.710530	307.096385	0.999123	1302.630261	2636.519978	1303.130261	1459.980022	8.304018	-19.641012	12389.818537	312.543356	39.641919	1050.911987	109.550048	688.268905	5.342366	6.588202	6.465306	6.711097	291.570435	0.997388	1738.391281	2792.650889	1738.891281	1303.849111	8.307344	-19.623722	17307.741713	321.499439	53.834438	1194.475342	153.034036	692.074198	5.306885	6.549145	6.665219	6.433070	18.813257	0.997998	2106.017224	2451.888530	2106.517224	1644.611470	8.310182	-19.660240	12282.699624	312.593044	39.292940	1090.815430	108.602909	689.231153	4.612682	6.667786	6.801484	6.534089	329.719953	0.993348	1802.829405	2222.457454	1803.329405	1874.042546	8.307876	-19.685349	12418.521295	313.147023	39.657159	1037.780396	109.803836	688.378952	5.387379	6.625665	6.507386	6.743945	277.941903	0.998623	1680.324452	2205.652829	1680.824452	1890.847171	8.306938	-19.687281	12071.492435	311.650406	38.734082	1033.587891	106.735427	687.678852	5.464114	6.707840	6.802377	6.613302	334.369803	0.997972	1479.223128	2145.873142	1479.723128	1950.626858	8.305402	-19.693934	16890.789639	320.590906	52.686428	1177.278198	149.347370	688.588772	5.164921	6.677225	6.625702	6.728749	302.696172	0.998627
6	lsc1m004-fa03-20190416-0074-e91.fits	6.000000	0.000000	58590.493514	2458590.493514	NaN	NaN	2458590.495629	1.022636	NaN	NaN	149.986000	NaN	NaN	5.552294	6.000000	12.000000	24.000000	0.053422	0.092403	0.069493	0.064630	0.076710	0.063394	0.150591	0.084747	0.122949	0.088898	0.083672	0.083561	0.116576	0.002021	0.002326	0.002208	0.002179	0.002243	0.002178	0.002695	0.002282	0.002516	0.002310	0.002276	0.002276	0.002474	26.429658	39.721953	31.479527	29.655177	34.199425	29.102330	55.884341	37.143639	48.865206	38.492356	36.756138	36.721429	47.120883	154283.385466	1088.411610	1705.508600	2432.032226	1706.008600	1664.467774	8.307116	-19.662754	8242.083460	113.097336	306.381260	26.901396	953.364441	72.876018	691.818621	1146.000000	4.699407	6.474954	6.257625	6.692283	297.539290	0.986280	1724.081517	2266.443363	1724.581517	1830.056637	8.307269	-19.680652	13050.378783	314.115034	41.546495	1036.065308	115.390683	690.269174	5.468984	6.742475	6.802411	6.682538	326.976360	0.998083	1866.650377	2305.284488	1867.150377	1791.215512	8.308358	-19.676316	10024.920097	310.095503	32.328492	1033.440063	88.639755	693.479567	4.588325	6.477148	6.536279	6.418017	29.279783	0.998775	1832.390221	2599.848158	1832.890221	1496.651842	8.308076	-19.644480	9366.007889	308.542115	30.355687	975.259583	82.813692	692.462770	5.462944	6.621630	6.589159	6.654102	271.119490	0.999904	1779.763731	2613.062763	1780.263731	1483.437237	8.307672	-19.643100	10991.917118	311.289870	35.310873	1031.913696	97.189886	690.855641	5.095887	6.535110	6.634457	6.435764	324.190671	0.990708	1449.690313	2401.873947	1450.190313	1694.626053	8.305158	-19.666253	9197.503427	309.037856	29.761737	996.040527	81.323785	691.773575	4.758392	6.414256	6.599528	6.228985	333.787788	0.991041	1369.062390	2508.030894	1369.562390	1588.469106	8.304534	-19.654841	20192.811769	325.733505	61.991817	1296.007080	178.543656	692.306558	5.174323	6.705721	6.795324	6.616117	344.309652	0.999020	1302.793323	2636.286289	1303.293323	1460.213711	8.304018	-19.641025	12053.549416	312.249928	38.602249	1081.878540	106.576776	689.655408	4.949092	6.482053	6.518511	6.445596	332.236987	0.999605	1738.485831	2792.634663	1738.985831	1303.865337	8.307345	-19.623711	16892.150233	321.173413	52.595108	1196.805908	149.359400	693.064975	5.092063	6.639112	6.662581	6.615644	319.044204	0.997475	2106.050551	2452.121085	2106.550551	1644.378915	8.310182	-19.660203	12595.793103	313.838697	40.134608	1049.052734	111.371263	692.743137	5.402146	6.678314	6.935543	6.421084	348.674230	0.993053	1802.748712	2222.132372	1803.248712	1874.367628	8.307874	-19.685372	11912.432753	312.130058	38.164965	1101.856934	105.329031	692.013229	5.068770	6.448887	6.423710	6.474065	294.148118	0.999862	1680.378496	2205.409596	1680.878496	1891.090404	8.306938	-19.687296	11897.937486	312.069985	38.125863	1066.645874	105.200865	690.706313	5.371601	6.663765	6.710398	6.617133	357.090106	0.999802	1479.317019	2145.963840	1479.817019	1950.536160	8.305402	-19.693912	16107.983392	319.602989	50.399977	1166.493774	142.425843	692.327041	5.401335	6.686060	6.648931	6.723189	304.748954	0.998994
7	lsc1m004-fa03-20190416-0075-e91.fits	7.000000	0.000000	58590.495573	2458590.495573	NaN	NaN	2458590.497688	1.024011	NaN	NaN	149.978000	NaN	NaN	6.007927	6.000000	12.000000	24.000000	0.052883	0.089642	0.076568	0.055649	0.076196	0.063769	0.149155	0.084632	0.118767	0.086322	0.090658	0.083884	0.122572	0.002055	0.002346	0.002273	0.002169	0.002273	0.002208	0.002723	0.002316	0.002523	0.002333	0.002351	0.002317	0.002544	25.736229	38.217173	33.691710	25.655780	33.519422	28.883245	54.783356	36.544655	47.070768	37.003564	38.565559	36.211398	48.174688	152698.349981	1092.966822	1705.149201	2432.009450	1705.649201	1664.490550	8.307113	-19.662763	8075.091441	113.097336	308.394010	26.184333	943.386536	71.399484	700.597363	1189.000000	5.363281	6.652239	6.613245	6.691233	60.213120	0.999464	1723.805612	2266.494196	1724.305612	1830.005804	8.307267	-19.680652	12562.040692	315.028532	39.875882	1047.514526	111.072826	695.705215	5.737416	6.596667	6.534797	6.658537	289.628992	0.999413	1866.873642	2305.335502	1867.373642	1791.164498	8.308360	-19.676316	10860.205011	312.204357	34.785565	988.296692	96.025295	699.365094	5.657490	6.700333	6.650866	6.749801	80.339226	0.999755	1832.223161	2599.941685	1832.723161	1496.558315	8.308075	-19.644476	8049.497864	308.275799	26.111352	965.052734	71.173187	701.023481	5.066654	6.396550	6.345345	6.447755	301.620045	0.998736	1779.926823	2612.932857	1780.426823	1483.567143	8.307674	-19.643119	10811.230181	312.507855	34.595067	1028.107788	95.592262	698.474893	5.582296	6.584118	6.436060	6.732175	286.404037	0.997140	1449.997788	2401.918138	1450.497788	1694.581862	8.305161	-19.666253	9153.649032	309.790628	29.547857	955.932068	80.936027	697.928697	5.780564	6.646001	6.427767	6.864235	273.887757	0.995616	1369.051360	2508.293919	1369.551360	1588.206081	8.304534	-19.654818	19819.543345	326.622747	60.680230	1244.880127	175.243239	697.624156	5.723909	6.671582	6.583536	6.759628	295.197446	0.998286	1302.920782	2636.307977	1303.420782	1460.192023	8.304019	-19.641028	11914.831610	313.763560	37.973918	1044.219482	105.350241	697.959302	5.044125	6.775430	6.804167	6.746693	324.116377	0.999265	1738.439418	2792.615779	1738.939418	1303.884221	8.307344	-19.623719	16210.294852	321.253823	50.459461	1209.020386	143.330475	700.017742	5.804307	6.503154	6.302641	6.703666	289.950154	0.993551	2106.045793	2451.965462	2106.545793	1644.534538	8.310182	-19.660225	12133.823290	315.220104	38.493177	1028.006226	107.286553	700.913560	5.589205	6.590781	6.688891	6.492671	327.316981	0.994901	1802.820852	2222.240747	1803.320852	1874.259253	8.307875	-19.685366	12692.597701	315.145269	40.275387	1050.998779	112.227204	698.328705	5.940606	6.673255	6.652387	6.694123	309.978930	0.998714	1680.434769	2205.572297	1680.934769	1890.927703	8.306938	-19.687284	11817.698795	314.317853	37.597924	1053.001221	104.491399	699.449591	5.540660	6.496836	6.458582	6.535091	304.463841	0.998927	1479.284365	2146.022751	1479.784365	1950.477249	8.305401	-19.693911	16672.937608	321.537866	51.853730	1148.151978	147.421135	700.038209	5.720236	6.762150	6.809269	6.715031	320.344030	0.994354
